"Sex","year","age","px"
"Male",1958,20,0.99861781
"Male",1958,21,0.99852251
"Male",1958,22,0.99844515
"Male",1958,23,0.99839534
"Male",1958,24,0.99837125
"Male",1958,25,0.99836271
"Male",1958,26,0.99835526
"Male",1958,27,0.99833231
"Male",1958,28,0.99828234
"Male",1958,29,0.99819675
"Male",1958,30,0.99807064
"Male",1958,31,0.99790252
"Male",1958,32,0.99769263
"Male",1958,33,0.9974445
"Male",1958,34,0.9971652
"Male",1958,35,0.99686681
"Male",1958,36,0.99656307
"Male",1958,37,0.99626701
"Male",1958,38,0.99598327
"Male",1958,39,0.99570118
"Male",1958,40,0.99539739
"Male",1958,41,0.99503088
"Male",1958,42,0.99455862
"Male",1958,43,0.99394208
"Male",1958,44,0.99315064
"Male",1958,45,0.99218572
"Male",1958,46,0.99106965
"Male",1958,47,0.98985762
"Male",1958,48,0.98862121
"Male",1958,49,0.98741193
"Male",1958,50,0.986264
"Male",1958,51,0.98515689
"Male",1958,52,0.98404285
"Male",1958,53,0.98284921
"Male",1958,54,0.98148378
"Male",1958,55,0.97984082
"Male",1958,56,0.97779988
"Male",1958,57,0.97526117
"Male",1958,58,0.97213757
"Male",1958,59,0.96844997
"Male",1958,60,0.96431122
"Male",1958,61,0.95997265
"Male",1958,62,0.9557843
"Male",1958,63,0.95197006
"Male",1958,64,0.948648
"Male",1958,65,0.94563326
"Male",1958,66,0.94257492
"Male",1958,67,0.93910961
"Male",1958,68,0.9348573
"Male",1958,69,0.92963061
"Male",1958,70,0.92334476
"Male",1958,71,0.91606279
"Male",1958,72,0.90797138
"Male",1958,73,0.89923455
"Male",1958,74,0.89001239
"Male",1958,75,0.88037803
"Male",1958,76,0.87032991
"Male",1958,77,0.85983652
"Male",1958,78,0.84883885
"Male",1958,79,0.83729098
"Male",1958,80,0.82516149
"Male",1958,81,0.81243851
"Male",1958,82,0.79913234
"Male",1958,83,0.78527484
"Male",1958,84,0.77092211
"Male",1958,85,0.75614529
"Male",1958,86,0.74102967
"Male",1958,87,0.72564551
"Male",1958,88,0.71003676
"Male",1958,89,0.69422481
"Male",1958,90,0.67820036
"Male",1958,91,0.66197968
"Male",1958,92,0.64562732
"Male",1958,93,0.62927088
"Male",1958,94,0.61313603
"Male",1958,95,0.59785383
"Male",1958,96,0.5825166
"Male",1958,97,0.56755071
"Male",1958,98,0.55301071
"Male",1958,99,0.53894417
"Male",1958,100,0
"Male",1959,0,0.95567732
"Male",1959,1,0.99527371
"Male",1959,2,0.99660943
"Male",1959,3,0.99754152
"Male",1959,4,0.99817641
"Male",1959,5,0.99859834
"Male",1959,6,0.99887004
"Male",1959,7,0.99903558
"Male",1959,8,0.9991285
"Male",1959,9,0.99916946
"Male",1959,10,0.99917461
"Male",1959,11,0.99915564
"Male",1959,12,0.99912126
"Male",1959,13,0.99907928
"Male",1959,14,0.99903347
"Male",1959,15,0.99898605
"Male",1959,16,0.9989364
"Male",1959,17,0.99888264
"Male",1959,18,0.99882386
"Male",1959,19,0.99875974
"Male",1959,20,0.9986918
"Male",1959,21,0.99862281
"Male",1959,22,0.99855585
