"age","year","Sex","fx","px"
12,2044,"Female",0,0.99977053
12,2045,"Female",0,0.99977454
12,2046,"Female",0,0.99977835
12,2047,"Female",0,0.99978245
12,2048,"Female",0,0.99978639
12,2049,"Female",0,0.99979036
12,2050,"Female",0,0.99979389
12,2051,"Female",0,0.99979759
12,2052,"Female",0,0.9998012
12,2053,"Female",0,0.99980503
12,2054,"Female",0,0.9998085
12,2055,"Female",0,0.999812
12,2056,"Female",0,0.99981522
12,2057,"Female",0,0.99981828
12,2058,"Female",0,0.99982139
12,2059,"Female",0,0.99982475
12,2060,"Female",0,0.99982757
12,2061,"Female",0,0.9998304
12,2062,"Female",0,0.99983342
12,2063,"Female",0,0.99983636
12,2064,"Female",0,0.99983928
12,2065,"Female",0,0.99984205
12,2066,"Female",0,0.99984488
12,2067,"Female",0,0.99984747
12,2068,"Female",0,0.99984999
12,2069,"Female",0,0.99985252
12,2070,"Female",0,0.999855
12,2071,"Female",0,0.99985746
12,2072,"Female",0,0.99985973
12,2073,"Female",0,0.99986206
12,2074,"Female",0,0.99986443
12,2075,"Female",0,0.99986674
12,2076,"Female",0,0.99986892
12,2077,"Female",0,0.99987117
12,2078,"Female",0,0.99987335
12,2079,"Female",0,0.99987539
12,2080,"Female",0,0.99987753
12,2081,"Female",0,0.99987951
12,2082,"Female",0,0.99988146
12,2083,"Female",0,0.99988345
12,2084,"Female",0,0.99988537
12,2085,"Female",0,0.99988705
12,2086,"Female",0,0.99988875
12,2087,"Female",0,0.9998906
12,2088,"Female",0,0.99989246
12,2089,"Female",0,0.99989411
12,2090,"Female",0,0.99989577
12,2091,"Female",0,0.99989737
12,2092,"Female",0,0.999899
12,2093,"Female",0,0.9999007
12,2094,"Female",0,0.9999023
12,2095,"Female",0,0.99990384
12,2096,"Female",0,0.9999053
12,2097,"Female",0,0.99990671
12,2098,"Female",0,0.99990823
12,2099,"Female",0,0.99990976
12,2100,"Female",0,0.9999112
13,2024,"Female",0,0.99960065
13,2025,"Female",0,0.99960837
13,2026,"Female",0,0.99961601
13,2027,"Female",0,0.99962329
13,2028,"Female",0,0.99963051
13,2029,"Female",0,0.99963785
13,2030,"Female",0,0.99964492
13,2031,"Female",0,0.9996516
13,2032,"Female",0,0.99965826
13,2033,"Female",0,0.99966457
13,2034,"Female",0,0.99967081
13,2035,"Female",0,0.99967739
13,2036,"Female",0,0.99968342
13,2037,"Female",0,0.99968947
13,2038,"Female",0,0.99969506
13,2039,"Female",0,0.99970074
13,2040,"Female",0,0.99970615
13,2041,"Female",0,0.9997114
13,2042,"Female",0,0.99971675
13,2043,"Female",0,0.9997215
13,2044,"Female",0,0.99972666
13,2045,"Female",0,0.99973143
13,2046,"Female",0,0.99973598
13,2047,"Female",0,0.99974086
13,2048,"Female",0,0.99974554
13,2049,"Female",0,0.99975027
13,2050,"Female",0,0.9997545
13,2051,"Female",0,0.99975892
13,2052,"Female",0,0.99976321
13,2053,"Female",0,0.9997678
13,2054,"Female",0,0.99977195
13,2055,"Female",0,0.99977614
13,2056,"Female",0,0.99978005
13,2057,"Female",0,0.99978375
13,2058,"Female",0,0.99978754
13,2059,"Female",0,0.99979159
13,2060,"Female",0,0.99979506
13,2061,"Female",0,0.99979853
13,2062,"Female",0,0.99980223
13,2063,"Female",0,0.99980582
13,2064,"Female",0,0.99980941
13,2065,"Female",0,0.99981281
13,2066,"Female",0,0.99981626
13,2067,"Female",0,0.99981945
13,2068,"Female",0,0.99982253
13,2069,"Female",0,0.99982565
13,2070,"Female",0,0.99982868
13,2071,"Female",0,0.9998317
13,2072,"Female",0,0.99983448
13,2073,"Female",0,0.99983735
13,2074,"Female",0,0.99984026
13,2075,"Female",0,0.99984307
13,2076,"Female",0,0.99984576
13,2077,"Female",0,0.99984851
13,2078,"Female",0,0.99985119
13,2079,"Female",0,0.99985369
13,2080,"Female",0,0.9998563
13,2081,"Female",0,0.99985873
13,2082,"Female",0,0.99986112
13,2083,"Female",0,0.99986356
13,2084,"Female",0,0.99986593
13,2085,"Female",0,0.999868
13,2086,"Female",0,0.99987009
13,2087,"Female",0,0.99987236
13,2088,"Female",0,0.99987463
13,2089,"Female",0,0.99987667
13,2090,"Female",0,0.99987868
13,2091,"Female",0,0.99988065
13,2092,"Female",0,0.99988265
13,2093,"Female",0,0.99988473
13,2094,"Female",0,0.99988668
13,2095,"Female",0,0.99988857
13,2096,"Female",0,0.99989036
13,2097,"Female",0,0.99989209
13,2098,"Female",0,0.99989395
13,2099,"Female",0,0.99989579
13,2100,"Female",0,0.99989755
14,2024,"Female",0,0.99951961
14,2025,"Female",0,0.99952872
14,2026,"Female",0,0.99953771
14,2027,"Female",0,0.9995463
14,2028,"Female",0,0.99955483
14,2029,"Female",0,0.99956352
14,2030,"Female",0,0.99957189
14,2031,"Female",0,0.99957979
14,2032,"Female",0,0.99958769
14,2033,"Female",0,0.99959516
14,2034,"Female",0,0.99960257
14,2035,"Female",0,0.99961039
14,2036,"Female",0,0.99961755
14,2037,"Female",0,0.99962475
14,2038,"Female",0,0.99963143
14,2039,"Female",0,0.99963819
14,2040,"Female",0,0.99964463
14,2041,"Female",0,0.99965093
14,2042,"Female",0,0.99965733
14,2043,"Female",0,0.99966304
14,2044,"Female",0,0.99966922
14,2045,"Female",0,0.99967494
14,2046,"Female",0,0.99968041
14,2047,"Female",0,0.99968628
14,2048,"Female",0,0.99969189
14,2049,"Female",0,0.9996976
14,2050,"Female",0,0.99970269
14,2051,"Female",0,0.99970802
14,2052,"Female",0,0.99971319
14,2053,"Female",0,0.99971874
14,2054,"Female",0,0.99972373
14,2055,"Female",0,0.9997288
14,2056,"Female",0,0.9997336
14,2057,"Female",0,0.99973813
14,2058,"Female",0,0.99974278
14,2059,"Female",0,0.99974773
14,2060,"Female",0,0.99975202
14,2061,"Female",0,0.99975632
14,2062,"Female",0,0.99976091
14,2063,"Female",0,0.99976534
14,2064,"Female",0,0.99976978
14,2065,"Female",0,0.99977399
14,2066,"Female",0,0.99977825
14,2067,"Female",0,0.99978221
14,2068,"Female",0,0.99978603
14,2069,"Female",0,0.9997899
14,2070,"Female",0,0.99979364
14,2071,"Female",0,0.99979738
14,2072,"Female",0,0.99980084
14,2073,"Female",0,0.99980441
14,2074,"Female",0,0.99980801
14,2075,"Female",0,0.99981148
14,2076,"Female",0,0.99981481
14,2077,"Female",0,0.99981823
14,2078,"Female",0,0.99982155
14,2079,"Female",0,0.99982466
14,2080,"Female",0,0.99982786
14,2081,"Female",0,0.99983088
14,2082,"Female",0,0.99983385
14,2083,"Female",0,0.99983688
14,2084,"Female",0,0.99983982
14,2085,"Female",0,0.9998424
14,2086,"Female",0,0.99984501
14,2087,"Female",0,0.99984782
14,2088,"Female",0,0.99985064
14,2089,"Female",0,0.99985317
14,2090,"Female",0,0.99985565
14,2091,"Female",0,0.9998581
14,2092,"Female",0,0.99986058
14,2093,"Female",0,0.99986315
14,2094,"Female",0,0.99986558
14,2095,"Female",0,0.99986791
14,2096,"Female",0,0.99987014
14,2097,"Female",0,0.99987228
14,2098,"Female",0,0.99987458
14,2099,"Female",0,0.99987685
14,2100,"Female",0,0.99987902
15,2024,"Female",0.02474,0.99942341
15,2025,"Female",0.024431,0.99943407
15,2026,"Female",0.024125,0.99944457
15,2027,"Female",0.023789,0.99945464
15,2028,"Female",0.023491,0.99946465
15,2029,"Female",0.023237,0.99947485
15,2030,"Female",0.023001,0.99948468
15,2031,"Female",0.022738,0.99949397
15,2032,"Female",0.022474,0.99950326
15,2033,"Female",0.022223,0.99951206
15,2034,"Female",0.021941,0.99952078
15,2035,"Female",0.021675,0.99953001
15,2036,"Female",0.021403,0.99953845
15,2037,"Female",0.021118,0.99954695
15,2038,"Female",0.020846,0.9995549
15,2039,"Female",0.02055,0.99956288
15,2040,"Female",0.020233,0.99957049
15,2041,"Female",0.019936,0.99957801
15,2042,"Female",0.019635,0.9995856
15,2043,"Female",0.01934,0.99959241
15,2044,"Female",0.019052,0.99959976
15,2045,"Female",0.018761,0.99960657
15,2046,"Female",0.018475,0.99961311
15,2047,"Female",0.018175,0.99962011
15,2048,"Female",0.017908,0.9996268
15,2049,"Female",0.017618,0.99963362
15,2050,"Female",0.017314,0.99963973
15,2051,"Female",0.017025,0.99964611
15,2052,"Female",0.016728,0.99965229
15,2053,"Female",0.016425,0.99965894
15,2054,"Female",0.01611,0.99966492
15,2055,"Female",0.015797,0.99967102
15,2056,"Female",0.015486,0.99967686
15,2057,"Female",0.015171,0.99968238
15,2058,"Female",0.014838,0.99968805
15,2059,"Female",0.014528,0.99969404
15,2060,"Female",0.014227,0.99969932
15,2061,"Female",0.013915,0.99970462
15,2062,"Female",0.0136,0.99971026
15,2063,"Female",0.013297,0.9997157
15,2064,"Female",0.012997,0.99972116
15,2065,"Female",0.012678,0.99972635
15,2066,"Female",0.012361,0.99973157
15,2067,"Female",0.012041,0.99973646
15,2068,"Female",0.01172,0.99974117
15,2069,"Female",0.011399,0.99974594
15,2070,"Female",0.011085,0.99975054
15,2071,"Female",0.010776,0.99975515
15,2072,"Female",0.010477,0.99975942
15,2073,"Female",0.010189,0.99976382
15,2074,"Female",0.009887,0.99976827
15,2075,"Female",0.0096,0.99977253
15,2076,"Female",0.009311,0.99977664
15,2077,"Female",0.009028,0.99978085
15,2078,"Female",0.008745,0.99978495
15,2079,"Female",0.008458,0.99978879
15,2080,"Female",0.008183,0.99979272
15,2081,"Female",0.007918,0.99979645
15,2082,"Female",0.007642,0.99980011
15,2083,"Female",0.007376,0.99980386
15,2084,"Female",0.007111,0.99980749
15,2085,"Female",0.00685,0.99981068
15,2086,"Female",0.006596,0.99981392
15,2087,"Female",0.006341,0.99981739
15,2088,"Female",0.006105,0.99982087
15,2089,"Female",0.005868,0.999824
15,2090,"Female",0.005636,0.99982706
15,2091,"Female",0.005409,0.99983008
15,2092,"Female",0.005185,0.99983315
15,2093,"Female",0.004968,0.99983632
15,2094,"Female",0.004757,0.99983932
15,2095,"Female",0.004553,0.9998422
15,2096,"Female",0.004353,0.99984496
15,2097,"Female",0.004156,0.9998476
15,2098,"Female",0.003972,0.99985044
15,2099,"Female",0.003789,0.99985322
15,2100,"Female",0.00361,0.9998559
16,2024,"Female",0.045147,0.99932524
16,2025,"Female",0.044632,0.99933743
16,2026,"Female",0.044123,0.99934941
16,2027,"Female",0.04356,0.99936095
16,2028,"Female",0.043071,0.99937241
16,2029,"Female",0.042662,0.99938412
16,2030,"Female",0.042287,0.99939541
16,2031,"Female",0.041866,0.99940607
16,2032,"Female",0.041444,0.99941675
16,2033,"Female",0.041048,0.99942685
16,2034,"Female",0.040594,0.99943687
16,2035,"Female",0.040172,0.99944751
16,2036,"Female",0.03974,0.99945722
16,2037,"Female",0.039285,0.99946701
16,2038,"Female",0.038854,0.99947622
16,2039,"Female",0.038381,0.99948542
16,2040,"Female",0.037867,0.99949419
16,2041,"Female",0.037392,0.99950292
16,2042,"Female",0.03691,0.99951169
16,2043,"Female",0.036438,0.99951961
16,2044,"Female",0.03598,0.99952811
16,2045,"Female",0.035518,0.999536
16,2046,"Female",0.035062,0.9995436
16,2047,"Female",0.034581,0.99955174
16,2048,"Female",0.034164,0.9995595
16,2049,"Female",0.033701,0.99956743
16,2050,"Female",0.033212,0.99957456
16,2051,"Female",0.03275,0.99958198
16,2052,"Female",0.032272,0.99958917
16,2053,"Female",0.03178,0.99959693
16,2054,"Female",0.031266,0.9996039
16,2055,"Female",0.030753,0.99961101
16,2056,"Female",0.030243,0.9996179
16,2057,"Female",0.029723,0.99962442
16,2058,"Female",0.029168,0.99963111
16,2059,"Female",0.028654,0.99963817
16,2060,"Female",0.028156,0.99964444
16,2061,"Female",0.027635,0.99965074
16,2062,"Female",0.027106,0.99965743
16,2063,"Female",0.026598,0.99966388
16,2064,"Female",0.026094,0.99967037
16,2065,"Female",0.025549,0.99967653
16,2066,"Female",0.025007,0.99968273
16,2067,"Female",0.024454,0.99968853
16,2068,"Female",0.023896,0.99969415
16,2069,"Female",0.023335,0.99969982
16,2070,"Female",0.022785,0.99970527
16,2071,"Female",0.022241,0.99971077
16,2072,"Female",0.021717,0.99971586
16,2073,"Female",0.02121,0.99972109
16,2074,"Female",0.02067,0.99972639
16,2075,"Female",0.020158,0.99973145
16,2076,"Female",0.019639,0.99973635
16,2077,"Female",0.019128,0.99974136
16,2078,"Female",0.018614,0.99974625
16,2079,"Female",0.018088,0.99975083
16,2080,"Female",0.017583,0.9997555
16,2081,"Female",0.017094,0.99975996
16,2082,"Female",0.016578,0.99976432
16,2083,"Female",0.016081,0.9997688
16,2084,"Female",0.01558,0.99977313
16,2085,"Female",0.015085,0.99977695
16,2086,"Female",0.014598,0.99978081
16,2087,"Female",0.014107,0.99978496
16,2088,"Female",0.013653,0.99978912
16,2089,"Female",0.013193,0.99979286
16,2090,"Female",0.012739,0.9997965
16,2091,"Female",0.012292,0.99980012
16,2092,"Female",0.011847,0.99980378
16,2093,"Female",0.011416,0.99980758
16,2094,"Female",0.010991,0.99981116
16,2095,"Female",0.01058,0.99981461
16,2096,"Female",0.010174,0.99981791
16,2097,"Female",0.00977,0.99982108
16,2098,"Female",0.009393,0.99982447
16,2099,"Female",0.009011,0.99982778
16,2100,"Female",0.008639,0.99983098
17,2024,"Female",0.068346,0.99924033
17,2025,"Female",0.067657,0.99925365
17,2026,"Female",0.06698,0.99926672
17,2027,"Female",0.06622,0.99927934
17,2028,"Female",0.065574,0.99929189
17,2029,"Female",0.065051,0.99930474
17,2030,"Female",0.06458,0.99931712
17,2031,"Female",0.064041,0.99932881
17,2032,"Female",0.063502,0.99934053
17,2033,"Female",0.063001,0.99935162
17,2034,"Female",0.062413,0.99936263
17,2035,"Female",0.061875,0.99937436
17,2036,"Female",0.061322,0.99938505
17,2037,"Female",0.060734,0.99939584
17,2038,"Female",0.060184,0.99940603
17,2039,"Female",0.059567,0.99941617
17,2040,"Female",0.058888,0.99942584
17,2041,"Female",0.058268,0.99943553
17,2042,"Female",0.057639,0.99944523
17,2043,"Female",0.057022,0.99945402
17,2044,"Female",0.056429,0.99946344
17,2045,"Female",0.055828,0.99947217
17,2046,"Female",0.055237,0.99948063
17,2047,"Female",0.054606,0.99948966
17,2048,"Female",0.054074,0.99949827
17,2049,"Female",0.05347,0.99950709
17,2050,"Female",0.052822,0.99951504
17,2051,"Female",0.052218,0.99952331
17,2052,"Female",0.051586,0.99953131
17,2053,"Female",0.05093,0.99953998
17,2054,"Female",0.050237,0.99954774
17,2055,"Female",0.049545,0.99955569
17,2056,"Female",0.048856,0.99956347
17,2057,"Female",0.048147,0.99957085
17,2058,"Female",0.04738,0.99957841
17,2059,"Female",0.046677,0.99958637
17,2060,"Female",0.045999,0.99959349
17,2061,"Female",0.045278,0.99960067
17,2062,"Female",0.044544,0.99960828
17,2063,"Female",0.043841,0.9996156
17,2064,"Female",0.04314,0.99962298
17,2065,"Female",0.042371,0.99963
17,2066,"Female",0.041601,0.99963704
17,2067,"Female",0.04081,0.99964365
17,2068,"Female",0.040008,0.99965006
17,2069,"Female",0.039195,0.99965652
17,2070,"Female",0.038397,0.99966273
17,2071,"Female",0.037606,0.99966899
17,2072,"Female",0.036844,0.9996748
17,2073,"Female",0.036107,0.99968078
17,2074,"Female",0.035309,0.99968682
17,2075,"Female",0.034556,0.99969259
17,2076,"Female",0.033785,0.99969819
17,2077,"Female",0.033025,0.99970392
17,2078,"Female",0.032253,0.9997095
17,2079,"Female",0.031456,0.99971474
17,2080,"Female",0.030692,0.99972008
17,2081,"Female",0.029951,0.99972517
17,2082,"Female",0.029156,0.99973017
17,2083,"Female",0.02839,0.99973529
17,2084,"Female",0.027612,0.99974025
17,2085,"Female",0.026839,0.99974463
17,2086,"Female",0.026076,0.99974906
17,2087,"Female",0.025299,0.99975381
17,2088,"Female",0.024582,0.99975858
17,2089,"Female",0.02385,0.99976288
17,2090,"Female",0.023124,0.99976705
17,2091,"Female",0.022406,0.9997712
17,2092,"Female",0.021685,0.99977541
17,2093,"Female",0.020983,0.99977976
17,2094,"Female",0.020289,0.99978388
17,2095,"Female",0.019614,0.99978784
17,2096,"Female",0.018943,0.99979164
17,2097,"Female",0.018271,0.99979528
17,2098,"Female",0.017642,0.99979917
17,2099,"Female",0.017001,0.99980297
17,2100,"Female",0.016371,0.99980666
18,2024,"Female",0.091976,0.99918491
18,2025,"Female",0.091168,0.99919867
18,2026,"Female",0.090377,0.99921214
18,2027,"Female",0.089474,0.99922518
18,2028,"Female",0.088725,0.99923817
18,2029,"Female",0.088144,0.9992515
18,2030,"Female",0.087634,0.99926435
18,2031,"Female",0.087032,0.99927648
18,2032,"Female",0.08643,0.99928865
18,2033,"Female",0.085882,0.99930016
18,2034,"Female",0.085215,0.99931161
18,2035,"Female",0.084616,0.99932384
18,2036,"Female",0.083997,0.99933497
18,2037,"Female",0.083331,0.99934623
18,2038,"Female",0.082716,0.99935691
18,2039,"Female",0.082011,0.9993675
18,2040,"Female",0.081218,0.99937758
18,2041,"Female",0.080507,0.99938776
18,2042,"Female",0.079783,0.99939792
18,2043,"Female",0.079076,0.99940714
18,2044,"Female",0.0784,0.99941702
18,2045,"Female",0.077714,0.99942616
18,2046,"Female",0.077041,0.99943507
18,2047,"Female",0.076311,0.99944456
18,2048,"Female",0.075718,0.99945362
18,2049,"Female",0.075025,0.99946291
18,2050,"Female",0.074269,0.99947131
18,2051,"Female",0.073573,0.99948002
18,2052,"Female",0.072837,0.99948846
18,2053,"Female",0.072066,0.99949763
18,2054,"Female",0.071242,0.99950583
18,2055,"Female",0.070415,0.99951424
18,2056,"Female",0.069592,0.99952257
18,2057,"Female",0.068739,0.99953049
18,2058,"Female",0.067799,0.99953859
18,2059,"Female",0.066949,0.99954712
18,2060,"Female",0.066133,0.99955479
18,2061,"Female",0.065253,0.99956253
18,2062,"Female",0.064351,0.99957073
18,2063,"Female",0.06349,0.99957863
18,2064,"Female",0.06263,0.9995866
18,2065,"Female",0.061669,0.99959417
18,2066,"Female",0.060703,0.99960178
18,2067,"Female",0.059702,0.99960892
18,2068,"Female",0.05868,0.99961585
18,2069,"Female",0.057639,0.99962284
18,2070,"Female",0.056617,0.99962955
18,2071,"Female",0.0556,0.99963633
18,2072,"Female",0.05462,0.99964263
18,2073,"Female",0.053675,0.9996491
18,2074,"Female",0.052635,0.99965565
18,2075,"Female",0.051657,0.99966191
18,2076,"Female",0.050647,0.99966798
18,2077,"Female",0.04965,0.9996742
18,2078,"Female",0.048629,0.99968026
18,2079,"Female",0.047566,0.99968595
18,2080,"Female",0.046547,0.99969175
18,2081,"Female",0.045558,0.99969729
18,2082,"Female",0.044482,0.99970272
18,2083,"Female",0.043445,0.99970829
18,2084,"Female",0.042384,0.9997137
18,2085,"Female",0.041324,0.99971846
18,2086,"Female",0.040273,0.99972329
18,2087,"Female",0.039196,0.99972847
18,2088,"Female",0.038206,0.99973367
18,2089,"Female",0.037187,0.99973836
18,2090,"Female",0.036171,0.99974291
18,2091,"Female",0.03516,0.99974744
18,2092,"Female",0.03414,0.99975204
18,2093,"Female",0.033144,0.9997568
18,2094,"Female",0.032154,0.9997613
18,2095,"Female",0.031188,0.99976563
18,2096,"Female",0.030222,0.99976978
18,2097,"Female",0.029249,0.99977377
18,2098,"Female",0.028339,0.99977804
18,2099,"Female",0.027403,0.9997822
18,2100,"Female",0.02648,0.99978624
19,2024,"Female",0.109447,0.99916136
19,2025,"Female",0.10858,0.99917488
19,2026,"Female",0.107735,0.99918808
19,2027,"Female",0.10676,0.99920091
19,2028,"Female",0.105969,0.99921371
19,2029,"Female",0.105381,0.99922688
19,2030,"Female",0.104881,0.99923958
19,2031,"Female",0.104273,0.99925156
19,2032,"Female",0.103668,0.9992636
19,2033,"Female",0.10313,0.99927498
19,2034,"Female",0.102451,0.99928632
19,2035,"Female",0.101856,0.99929849
19,2036,"Female",0.10124,0.99930953
19,2037,"Female",0.100568,0.99932073
19,2038,"Female",0.099961,0.99933141
19,2039,"Female",0.099245,0.99934194
19,2040,"Female",0.098425,0.99935197
19,2041,"Female",0.097705,0.99936217
19,2042,"Female",0.096971,0.9993723
19,2043,"Female",0.096258,0.99938153
19,2044,"Female",0.095585,0.9993914
19,2045,"Female",0.0949,0.99940052
19,2046,"Female",0.094234,0.99940947
19,2047,"Female",0.093498,0.99941898
19,2048,"Female",0.09293,0.99942805
19,2049,"Female",0.092242,0.99943738
19,2050,"Female",0.091477,0.99944586
19,2051,"Female",0.090785,0.99945461
19,2052,"Female",0.090045,0.99946309
19,2053,"Female",0.089262,0.99947236
19,2054,"Female",0.088413,0.99948063
19,2055,"Female",0.08756,0.99948912
19,2056,"Female",0.086712,0.99949763
19,2057,"Female",0.085826,0.99950575
19,2058,"Female",0.084831,0.99951404
19,2059,"Female",0.083946,0.99952276
19,2060,"Female",0.083103,0.99953067
19,2061,"Female",0.082179,0.99953864
19,2062,"Female",0.081226,0.99954709
19,2063,"Female",0.080323,0.99955523
19,2064,"Female",0.07942,0.99956345
19,2065,"Female",0.078386,0.99957125
19,2066,"Female",0.077344,0.99957912
19,2067,"Female",0.076255,0.99958648
19,2068,"Female",0.075136,0.99959366
19,2069,"Female",0.07399,0.99960087
19,2070,"Female",0.072863,0.99960782
19,2071,"Female",0.071741,0.99961484
19,2072,"Female",0.070663,0.99962136
19,2073,"Female",0.069626,0.99962806
19,2074,"Female",0.068462,0.99963485
19,2075,"Female",0.067375,0.99964135
19,2076,"Female",0.066243,0.99964764
19,2077,"Female",0.065122,0.99965409
19,2078,"Female",0.063967,0.99966039
19,2079,"Female",0.06275,0.99966629
19,2080,"Female",0.061587,0.99967234
19,2081,"Female",0.060457,0.99967809
19,2082,"Female",0.059208,0.99968374
19,2083,"Female",0.058004,0.99968954
19,2084,"Female",0.056763,0.99969517
19,2085,"Female",0.055517,0.99970014
19,2086,"Female",0.054277,0.99970516
19,2087,"Female",0.052995,0.99971056
19,2088,"Female",0.051824,0.999716
19,2089,"Female",0.050607,0.99972089
19,2090,"Female",0.049388,0.99972565
19,2091,"Female",0.048169,0.99973039
19,2092,"Female",0.04693,0.9997352
19,2093,"Female",0.045717,0.99974019
19,2094,"Female",0.044506,0.9997449
19,2095,"Female",0.04332,0.99974944
19,2096,"Female",0.042126,0.99975379
19,2097,"Female",0.040916,0.99975797
19,2098,"Female",0.039787,0.99976246
19,2099,"Female",0.038613,0.99976683
19,2100,"Female",0.037449,0.99977108
20,2024,"Female",0.119685,0.99916509
20,2025,"Female",0.118802,0.99917784
20,2026,"Female",0.117947,0.99919027
20,2027,"Female",0.116953,0.99920238
20,2028,"Female",0.116165,0.99921449
20,2029,"Female",0.115604,0.99922701
20,2030,"Female",0.115143,0.99923907
20,2031,"Female",0.114567,0.99925044
20,2032,"Female",0.113999,0.99926189
20,2033,"Female",0.113507,0.9992727
20,2034,"Female",0.112865,0.99928349
20,2035,"Female",0.112318,0.99929514
20,2036,"Female",0.111752,0.99930568
20,2037,"Female",0.111128,0.9993164
20,2038,"Female",0.110577,0.99932666
20,2039,"Female",0.109911,0.99933675
20,2040,"Female",0.109132,0.99934635
20,2041,"Female",0.108466,0.99935617
20,2042,"Female",0.107788,0.9993659
20,2043,"Female",0.107136,0.99937478
20,2044,"Female",0.106531,0.99938428
20,2045,"Female",0.105916,0.99939301
20,2046,"Female",0.105323,0.99940167
20,2047,"Female",0.104655,0.99941083
20,2048,"Female",0.10418,0.99941959
20,2049,"Female",0.103571,0.99942861
20,2050,"Female",0.102877,0.99943684
20,2051,"Female",0.102268,0.9994453
20,2052,"Female",0.101607,0.99945352
20,2053,"Female",0.100899,0.99946254
20,2054,"Female",0.100118,0.99947057
20,2055,"Female",0.099334,0.99947882
20,2056,"Female",0.098557,0.9994872
20,2057,"Female",0.097737,0.99949524
20,2058,"Female",0.096794,0.99950342
20,2059,"Female",0.095977,0.99951203
20,2060,"Female",0.095208,0.99951988
20,2061,"Female",0.094348,0.99952781
20,2062,"Female",0.093453,0.9995362
20,2063,"Female",0.092616,0.9995443
20,2064,"Female",0.09178,0.99955247
20,2065,"Female",0.090791,0.99956023
20,2066,"Female",0.089793,0.99956809
20,2067,"Female",0.088738,0.99957541
20,2068,"Female",0.087647,0.99958258
20,2069,"Female",0.086522,0.99958976
20,2070,"Female",0.085418,0.99959671
20,2071,"Female",0.084317,0.99960371
20,2072,"Female",0.083266,0.99961024
20,2073,"Female",0.082261,0.99961692
20,2074,"Female",0.081103,0.99962372
20,2075,"Female",0.080033,0.99963023
20,2076,"Female",0.078907,0.99963653
20,2077,"Female",0.077791,0.999643
20,2078,"Female",0.07663,0.99964931
20,2079,"Female",0.075391,0.99965523
20,2080,"Female",0.074213,0.99966132
20,2081,"Female",0.073071,0.99966709
20,2082,"Female",0.07178,0.99967277
20,2083,"Female",0.070538,0.9996786
20,2084,"Female",0.069246,0.99968426
20,2085,"Female",0.067941,0.99968926
20,2086,"Female",0.066639,0.99969431
20,2087,"Female",0.065279,0.99969975
20,2088,"Female",0.064048,0.99970523
20,2089,"Female",0.062755,0.99971017
20,2090,"Female",0.061453,0.99971499
20,2091,"Female",0.060145,0.99971977
20,2092,"Female",0.058803,0.99972463
20,2093,"Female",0.057487,0.99972969
20,2094,"Female",0.056166,0.99973446
20,2095,"Female",0.054868,0.99973907
20,2096,"Female",0.053554,0.99974347
20,2097,"Female",0.052209,0.9997477
20,2098,"Female",0.050961,0.99975226
20,2099,"Female",0.049647,0.99975671
20,2100,"Female",0.048337,0.99976103
21,2024,"Female",0.124683,0.99918144
21,2025,"Female",0.123765,0.99919339
21,2026,"Female",0.122883,0.99920502
21,2027,"Female",0.121862,0.99921638
21,2028,"Female",0.121063,0.99922776
21,2029,"Female",0.120505,0.99923956
21,2030,"Female",0.120058,0.99925093
21,2031,"Female",0.119497,0.99926162
21,2032,"Female",0.11895,0.99927243
21,2033,"Female",0.118489,0.99928262
21,2034,"Female",0.117876,0.9992928
21,2035,"Female",0.117369,0.99930385
21,2036,"Female",0.116847,0.99931382
21,2037,"Female",0.116269,0.99932399
21,2038,"Female",0.115774,0.99933374
21,2039,"Female",0.115162,0.99934331
21,2040,"Female",0.114438,0.99935243
21,2041,"Female",0.113838,0.99936178
21,2042,"Female",0.113228,0.99937101
21,2043,"Female",0.112652,0.99937946
21,2044,"Female",0.11213,0.9993885
21,2045,"Female",0.111601,0.99939677
21,2046,"Female",0.111101,0.99940504
21,2047,"Female",0.110527,0.99941377
21,2048,"Female",0.110159,0.99942213
21,2049,"Female",0.109655,0.99943074
21,2050,"Female",0.109066,0.99943863
21,2051,"Female",0.108571,0.99944671
21,2052,"Female",0.108025,0.99945458
21,2053,"Female",0.107433,0.99946323
21,2054,"Female",0.106766,0.99947093
21,2055,"Female",0.1061,0.99947885
21,2056,"Female",0.105444,0.99948696
21,2057,"Female",0.104746,0.99949479
21,2058,"Female",0.103918,0.9995027
21,2059,"Female",0.103229,0.99951107
21,2060,"Female",0.102593,0.99951869
21,2061,"Female",0.101862,0.99952639
21,2062,"Female",0.101096,0.99953454
21,2063,"Female",0.100395,0.99954244
21,2064,"Female",0.099697,0.99955038
21,2065,"Female",0.098835,0.99955792
21,2066,"Female",0.097963,0.99956559
21,2067,"Female",0.097031,0.99957271
21,2068,"Female",0.09606,0.99957971
21,2069,"Female",0.095052,0.99958671
21,2070,"Female",0.094067,0.9995935
21,2071,"Female",0.093084,0.99960032
21,2072,"Female",0.092157,0.99960671
21,2073,"Female",0.091281,0.99961323
21,2074,"Female",0.090235,0.99961988
21,2075,"Female",0.089286,0.99962628
21,2076,"Female",0.088273,0.99963243
21,2077,"Female",0.087269,0.99963877
21,2078,"Female",0.086214,0.99964496
21,2079,"Female",0.08507,0.99965076
21,2080,"Female",0.083991,0.99965676
21,2081,"Female",0.08295,0.99966243
