1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
1.347,1.686,1.875,2.003,2.084,2.062,1.981,1.919,1.899,1.877,1.844,1.803,1.782,1.769,1.767,1.797,1.865,1.941,2.009,2.087,2.201,2.351,2.512,2.718,2.935,3.137,3.309,3.536,3.757,4.006,4.321,4.723,5.144,5.648,6.152,6.585,6.833,7.206,7.568,7.926,8.301,8.699,9.104,9.393,9.692,10.138,10.744,11.327,12.121,12.889,13.335,13.394,13.53,13.637,13.858,14.328,15.134,16.225,17.369,18.621,19.699,20.64,21.503,22.458,23.428,24.373,25.167,25.858,26.945,28.121,29.149,29.609,29.914,30.857
0.852,1.053,1.328,1.48,1.582,1.647,1.63,1.567,1.524,1.509,1.496,1.471,1.44,1.424,1.415,1.414,1.439,1.494,1.557,1.613,1.688,1.795,1.937,2.082,2.265,2.466,2.653,2.822,3.028,3.239,3.47,3.768,4.154,4.573,5.02,5.442,5.715,6.026,6.342,6.662,6.992,7.327,7.67,8.005,8.25,8.51,8.894,9.45,10.001,10.73,11.352,11.672,11.706,11.864,12.014,12.211,12.623,13.541,14.547,15.669,16.654,17.552,18.414,19.288,20.17,20.996,21.672,22.188,22.916,23.924,24.957,25.55,25.652,26.356
0.641,0.654,0.815,1.03,1.149,1.228,1.279,1.267,1.223,1.191,1.182,1.174,1.155,1.131,1.12,1.114,1.114,1.134,1.178,1.229,1.282,1.354,1.456,1.581,1.709,1.876,2.056,2.232,2.385,2.578,2.772,2.992,3.28,3.661,4.028,4.399,4.668,4.988,5.247,5.525,5.817,6.111,6.398,6.677,6.958,7.165,7.379,7.732,8.248,8.757,9.338,9.809,10.064,10.133,10.321,10.451,10.617,11.171,12.008,12.992,13.855,14.659,15.465,16.319,17.112,17.844,18.409,18.816,19.385,20.068,20.939,21.581,21.836,22.253
0.575,0.483,0.497,0.62,0.784,0.875,0.937,0.976,0.972,0.939,0.917,0.912,0.906,0.892,0.874,0.866,0.862,0.862,0.878,0.913,0.96,1.011,1.08,1.169,1.276,1.393,1.54,1.704,1.859,2.003,2.178,2.361,2.576,2.863,3.193,3.494,3.726,4.03,4.295,4.52,4.772,5.03,5.278,5.508,5.737,5.972,6.136,6.336,6.668,7.14,7.526,7.959,8.338,8.593,8.698,8.857,8.961,9.284,9.792,10.61,11.345,12.032,12.74,13.526,14.286,14.929,15.41,15.722,16.188,16.723,17.3,17.835,18.167,18.616
0.381,0.425,0.36,0.371,0.463,0.586,0.655,0.701,0.735,0.732,0.71,0.694,0.691,0.687,0.677,0.664,0.658,0.655,0.655,0.668,0.701,0.744,0.793,0.852,0.928,1.023,1.125,1.256,1.398,1.539,1.67,1.832,2.01,2.226,2.472,2.739,2.921,3.18,3.429,3.656,3.858,4.077,4.292,4.487,4.672,4.861,5.047,5.201,5.395,5.7,6.054,6.321,6.664,7.015,7.271,7.357,7.483,7.736,8.039,8.556,9.143,9.71,10.306,10.986,11.674,12.281,12.686,12.932,13.303,13.738,14.18,14.485,14.762,15.188
0.34,0.276,0.31,0.263,0.271,0.339,0.429,0.48,0.518,0.544,0.543,0.528,0.516,0.514,0.512,0.505,0.495,0.491,0.489,0.489,0.503,0.533,0.572,0.614,0.664,0.731,0.812,0.902,1.014,1.14,1.265,1.385,1.54,1.718,1.901,2.096,2.258,2.462,2.672,2.882,3.081,3.254,3.432,3.597,3.752,3.903,4.051,4.22,4.37,4.551,4.764,5.005,5.208,5.518,5.846,6.055,6.118,6.371,6.607,6.936,7.268,7.702,8.185,8.752,9.339,9.878,10.256,10.448,10.747,11.089,11.441,11.648,11.765,12.076
0.255,0.241,0.197,0.222,0.188,0.194,0.243,0.308,0.348,0.375,0.395,0.396,0.384,0.376,0.375,0.374,0.368,0.362,0.359,0.357,0.361,0.375,0.402,0.435,0.47,0.514,0.569,0.64,0.716,0.813,0.922,1.034,1.149,1.301,1.449,1.591,1.701,1.878,2.041,2.215,2.396,2.563,2.7,2.833,2.962,3.087,3.204,3.338,3.495,3.633,3.745,3.872,4.052,4.238,4.524,4.788,4.951,5.133,5.361,5.619,5.797,6.018,6.381,6.836,7.317,7.767,8.094,8.273,8.514,8.786,9.055,9.201,9.266,9.397
0.167,0.177,0.168,0.137,0.155,0.131,0.136,0.17,0.218,0.246,0.267,0.282,0.282,0.274,0.269,0.268,0.267,0.263,0.259,0.257,0.258,0.264,0.277,0.299,0.326,0.356,0.392,0.44,0.498,0.564,0.647,0.742,0.846,0.958,1.084,1.197,1.271,1.396,1.535,1.667,1.816,1.964,2.094,2.193,2.296,2.399,2.494,2.598,2.722,2.861,2.94,2.987,3.075,3.236,3.413,3.638,3.843,4.084,4.248,4.483,4.61,4.707,4.89,5.231,5.609,5.969,6.232,6.385,6.602,6.817,7.023,7.119,7.158,7.209
0.07,0.113,0.12,0.114,0.094,0.105,0.09,0.093,0.117,0.151,0.171,0.186,0.196,0.197,0.191,0.188,0.187,0.186,0.184,0.181,0.181,0.184,0.191,0.202,0.22,0.242,0.266,0.297,0.336,0.386,0.441,0.513,0.598,0.696,0.788,0.882,0.94,1.027,1.123,1.235,1.346,1.465,1.579,1.673,1.747,1.827,1.904,1.988,2.084,2.192,2.273,2.298,2.323,2.406,2.556,2.691,2.862,3.112,3.315,3.486,3.602,3.662,3.742,3.925,4.204,4.478,4.68,4.798,4.983,5.171,5.328,5.392,5.411,5.411
0.045,0.046,0.075,0.08,0.076,0.062,0.07,0.06,0.062,0.079,0.102,0.116,0.126,0.133,0.134,0.13,0.128,0.127,0.127,0.126,0.125,0.126,0.13,0.136,0.145,0.16,0.177,0.197,0.222,0.255,0.296,0.344,0.407,0.486,0.564,0.632,0.681,0.748,0.813,0.889,0.981,1.069,1.159,1.241,1.31,1.366,1.424,1.491,1.567,1.649,1.708,1.741,1.749,1.78,1.862,1.974,2.072,2.272,2.473,2.661,2.738,2.796,2.841,2.934,3.083,3.277,3.423,3.512,3.663,3.819,3.952,3.997,4.007,3.968
0.046,0.029,0.03,0.049,0.052,0.049,0.04,0.045,0.039,0.041,0.052,0.068,0.077,0.084,0.089,0.089,0.087,0.085,0.085,0.085,0.085,0.085,0.087,0.091,0.095,0.103,0.114,0.129,0.145,0.166,0.192,0.227,0.268,0.326,0.388,0.446,0.479,0.533,0.582,0.633,0.695,0.767,0.832,0.895,0.954,1.006,1.045,1.094,1.153,1.218,1.26,1.28,1.295,1.311,1.349,1.407,1.486,1.61,1.764,1.939,2.039,2.072,2.111,2.17,2.244,2.34,2.437,2.501,2.624,2.75,2.856,2.898,2.907,2.846
0.035,0.029,0.018,0.019,0.031,0.033,0.031,0.025,0.029,0.025,0.027,0.034,0.044,0.05,0.055,0.058,0.058,0.056,0.055,0.055,0.056,0.056,0.057,0.059,0.062,0.066,0.072,0.081,0.092,0.106,0.122,0.144,0.174,0.212,0.256,0.302,0.331,0.368,0.407,0.445,0.486,0.534,0.586,0.631,0.676,0.719,0.754,0.787,0.83,0.879,0.911,0.923,0.93,0.949,0.971,0.996,1.035,1.127,1.221,1.35,1.447,1.5,1.52,1.567,1.612,1.654,1.691,1.734,1.831,1.932,2.012,2.045,2.059,1.997
0.024,0.022,0.018,0.011,0.012,0.019,0.02,0.019,0.016,0.018,0.016,0.017,0.022,0.028,0.032,0.035,0.037,0.037,0.036,0.035,0.035,0.036,0.037,0.038,0.04,0.042,0.045,0.05,0.057,0.066,0.076,0.09,0.109,0.135,0.164,0.196,0.219,0.25,0.276,0.306,0.336,0.367,0.4,0.435,0.466,0.498,0.528,0.556,0.585,0.62,0.644,0.652,0.654,0.665,0.686,0.7,0.715,0.765,0.831,0.91,0.98,1.035,1.068,1.094,1.129,1.151,1.159,1.171,1.248,1.327,1.386,1.407,1.421,1.367
0.012,0.015,0.013,0.011,0.007,0.007,0.011,0.012,0.012,0.01,0.011,0.01,0.01,0.013,0.017,0.02,0.021,0.023,0.023,0.022,0.022,0.022,0.023,0.024,0.025,0.026,0.028,0.031,0.034,0.04,0.047,0.055,0.067,0.083,0.103,0.123,0.139,0.163,0.184,0.204,0.226,0.248,0.27,0.291,0.315,0.337,0.358,0.381,0.405,0.428,0.444,0.449,0.45,0.456,0.469,0.483,0.49,0.515,0.55,0.604,0.642,0.681,0.715,0.746,0.764,0.782,0.781,0.781,0.834,0.896,0.937,0.949,0.957,0.913
0.018,0.016,0.019,0.018,0.014,0.012,0.01,0.012,0.014,0.014,0.013,0.014,0.014,0.013,0.016,0.019,0.023,0.027,0.029,0.029,0.03,0.032,0.032,0.035,0.035,0.038,0.04,0.043,0.047,0.053,0.062,0.075,0.091,0.115,0.145,0.178,0.203,0.241,0.282,0.329,0.374,0.421,0.466,0.507,0.544,0.587,0.626,0.669,0.721,0.776,0.808,0.815,0.813,0.82,0.84,0.86,0.875,0.897,0.922,0.968,1.015,1.059,1.097,1.154,1.205,1.238,1.251,1.256,1.309,1.386,1.464,1.509,1.545,1.439
